IDENTIFIKATOR_KLIJENTA,DOB,GRAD_STALNE_ADRESE,POSTANSKI_BROJ_STALNE_ADRESE,ZUPANIJA_STALNE_ADRESE,DRZAVA_STALNE_ADRESE,STATISTICKA_OZNAKA,ORGANIZACIJSKA_JEDINICA_KLIJENTA,DATUM_PRVOG_POCETKA_POSLOVNOG_ODNOSA,DATUM_ZADNJEG_POCETKA_POSLOVNOG_ODNOSA,SPOL,STATUS_ZAPOSLENJA,VRSTA_ZAPOSLENJA,POZICIJA,STRUCNA_SPREMA,SIFRA_VRSTE_KLIJENTA,DRZAVA_NACIONALNOSTI,GRAD_DOPISNE_ADRESE,POSTANSKI_BROJ_DOPISNE_ADRESE,ZUPANIJA_DOPISNE_ADRESE,DRZAVA_DOPISNE_ADRESE,KREDITNI_RATING,OZNAKA_AKVIZICIJE_KLIJENTA,IMA_LI_KLIJENT_KYC_BLOKADU,KLIJENT_REZIDENT,GODINE_STAZA_KOD_TRENUTNOG_POSLODAVCA,GODINE_STAZA,ZANIMANJE,KATEGORIJA_POSLODAVCA,TIP_POSLODAVCA,VRSTA_STANOVANJA,PERIOD_PROVEDEN_NA_TRENUTNOJ_ADRESI,TIP_VLASNISTVA,BROJ_CLANOVA_KUCANSTVA,BROJ_UZDRZAVANIH_CLANOVA_KUCANSTVA,KLIJENT_PREMINUO,BRACNI_STATUS,KLIJENT_PRIMA_OSNOVNO_PRIMANJE_U_BANCI
MCSMYB1NG7CW,37,DUBRAVICE,22220,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,17/8/2020/,17/8/2020/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,DUBRAVICE,22220,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,OSTALI ZAPOSLENICI,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
PSIEOG06P1AD,62,BRIJEŠĆE,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,21/8/2020/,21/8/2020/,F,,UMIROVLJENIK,OSTALO,NSS,60015,HR,BRIJEŠĆE,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,,VLASTITI STAN/KUĆA,>5,,,,N,,NE
VO1YBB5PAT5L,25,DONJI KUKURUZARI,44430,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,218,25/8/2020/,25/8/2020/,F,,ZAPOSLEN,ZAPOSLENIK,NSS,60015,HR,DONJI KUKURUZARI,44430,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,OSTALI ZAPOSLENICI,,,,,,,,N,,NE
F5Q28MGH26VV,67,PETRINJA,44250,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,257,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PETRINJA,44250,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
PFDC93NH0TLA,52,PLETERNICA,34310,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,202,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,PLETERNICA,34310,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
M7CQ1II5X8HW,70,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,249,13/3/2012/,13/3/2012/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ŠIBENIK,22000,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
3HOR759K4FBL,57,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SLAVONSKI BROD,35000,BRODSKO-POSAVSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
ES7ANRV2C3S9,61,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,5/6/2006/,5/6/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
4ZN0FCSSW24G,77,GORICA SVETOJANSKA,10450,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,14/1/2016/,14/1/2016/,F,,UMIROVLJENIK,OSTALO,,60015,HR,GORICA SVETOJANSKA,10450,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
8X258XV1ZK1O,35,POSTIRA,21410,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,3/8/2016/,3/8/2016/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,POSTIRA,21410,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
9E7AC968GCRM,33,MARČAN,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,14/1/2016/,14/1/2016/,M,,OSTALO,OSTALO,,60015,HR,MARČAN,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
H2D1HF2NP9GV,78,TUŠKANI,47280,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,18/1/2016/,18/1/2016/,F,,UMIROVLJENIK,OSTALO,,60015,HR,TUŠKANI,47280,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,NE
OR3CNTYEDUAR,58,ZAGREB-SUSEDGRAD,10090,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,18/1/2016/,18/1/2016/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB-SUSEDGRAD,10090,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
LZ0DEV3PZF6Q,58,NOVOSELEC,10310,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,18/1/2016/,18/1/2016/,F,,OSTALO,OSTALO,,60015,HR,NOVOSELEC,10310,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
DXOPTHKY6BMZ,39,DRINOVCI,88340,,BOSNA I HERCEGOVINA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,250,28/1/2016/,28/1/2016/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60023,HR,IMOTSKI,21260,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,N,,,OSTALI ZAPOSLENICI,,,,,,,,N,,NE
24MT61D31EEW,61,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,28/1/2016/,28/1/2016/,M,,ZAPOSLEN,VIŠA RAZINA RUKOVOĐENJA,,60015,HR,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
B5CPOMM2PS1G,75,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
AICJ5WRO3N7L,55,PAZIN,52000,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PAZIN,52000,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
XHT0TKNO31EH,57,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,JAVNO PODUZEĆE,,,,,,N,,NE
360V3OGDMYDC,80,ZAGREB-NOVI ZAGREB,10020,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-NOVI ZAGREB,10020,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
Y5S41LI8N5QH,69,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
69QSTGYDPCE9,54,STARI JANKOVCI,32240,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,STARI JANKOVCI,32240,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
L72QMKYWML5U,67,TURČIN,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,215,4/3/2008/,4/3/2008/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,TURČIN,42200,VARAŽDINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
55XQ74Z9GQNX,88,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,15/5/2009/,15/5/2009/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
5FRCBSMKCUVN,59,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6G59QVCCENJ1,56,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,268,20/10/2005/,20/10/2005/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,10.0,HPB,N,Y,3-7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,PODSTANAR,>5,,5.0,2.0,N,Y,DA
LXN5327QNT2X,65,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,245,30/3/2009/,30/3/2009/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,OSTALI ZAPOSLENICI,,OSTALO,,,,,,N,,NE
DKGZF0HCL20Y,82,VUKOVAR,32010,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,19/12/1997/,19/12/1997/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,VUKOVAR,32010,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
0CMUE7YQDFHF,70,HORVATI,10430,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,213,5/11/1997/,5/11/1997/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,HORVATI,10430,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
VTAZOXKJ0L86,78,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,31/7/2000/,31/7/2000/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,,VLASTITI STAN/KUĆA,>5,,2.0,,N,N,DA
WUO0QJZLAA0I,45,KRK,51500,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,253,28/12/1998/,28/12/1998/,F,EMPLOYED,OSTALO,OSTALO,SSS,60015,HR,KRK,51500,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,5-10,"OBRTNICI, SAMOSTALNE DJELATNOSTI, SAMOZAPOSLENI",,OSTALO,PODSTANAR,<3,,2.0,1.0,N,N,NE
A6H09JC8DRZ3,61,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,27/11/2006/,27/11/2006/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
X2WMO94W6BV4,71,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,254,2/11/1998/,2/11/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,2.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
RYCNPHX5ZS0X,54,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,269,30/6/1998/,30/6/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,5.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,,,N,,DA
GXSDD89UXLME,58,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,234,30/6/1998/,30/6/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,5.0,3.0,N,,NE
S4IGLVN14TNY,62,OZALJ,47280,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,12/1/1998/,12/1/1998/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,5.0,1.0,N,Y,DA
1ADCJZ0E0O01,51,KLOKOČEVAC,43210,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,248,12/1/1998/,12/1/1998/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,NSS,60015,HR,KLOKOČEVAC,43210,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,5-10,,,PRIVATNO PODUZEĆE - SREDNJE,VLASTITI STAN/KUĆA,>5,,5.0,3.0,N,Y,DA
HER3WHJK3V3B,81,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,21/4/2008/,21/4/2008/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VŠS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,6.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,NE
DK64LNWH76QX,70,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,245,28/2/2003/,28/2/2003/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,1.0,,N,N,DA
7A8X9MGAJ9KI,66,TENJA,31200,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,9/5/2008/,9/5/2008/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,TENJA,31200,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,DA
D6L8PQAEUKH5,70,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,226,27/8/2003/,27/8/2003/,F,EMPLOYED,UMIROVLJENIK,OSTALO,VSS,60015,HR,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,3-7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,2.0,,N,,DA
MXW8URZOP015,63,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,22/7/1995/,22/7/1995/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,KOD SUPRUŽNIKA/PARTNERA,>5,,2.0,,N,Y,DA
40UM5NUQRSCB,81,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,24/1/1996/,24/1/1996/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
E7W2Q82U7563,66,DONJI LADUČ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,219,21/10/1998/,21/10/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,VŠS,60015,HR,DONJI LADUČ,10290,ZAGREBAČKA ŽUPANIJA,HRVATSKA,4.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
DFY8ALOH7FUU,55,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,273,23/6/1998/,23/6/1998/,F,EMPLOYED,NEZAPOSLEN,OSTALO,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,TRGOVCI,,OSTALO,VLASTITI STAN/KUĆA,>5,,4.0,2.0,N,Y,DA
E54LDTG04SAL,83,VRLIKA,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,232,30/11/2009/,30/11/2009/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,VRLIKA,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
Z1IX579HGSVF,59,DICMO PRISOJE,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,273,2/3/1995/,2/3/1995/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,VŠS,60015,HR,DICMO PRISOJE,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",Državno/Lokalno poduzeće,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,KUĆA,1.0,,N,N,DA
9I7Y865SC0N4,52,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,3/7/1998/,3/7/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,KARLOVAC,47000,KARLOVAČKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,STAN,2.0,,N,Y,DA
2JUCYGPDHH6F,93,STANKOVO,10450,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,213,25/11/1998/,25/11/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,STANKOVO,10450,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
TYZN8P9OOBJL,67,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,13/11/2008/,13/11/2008/,F,EMPLOYED,UMIROVLJENIK,OSTALO,NSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,5.0,HPB,N,Y,>7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,3.0,,N,Y,DA
0MTGTYP1LD94,59,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,266,11/8/2021/,11/8/2021/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,4.0,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
OYUXA1V2G6LH,84,BREZJE SAMOBORSKO,10430,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,213,3/7/1998/,3/7/1998/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,BREZJE SAMOBORSKO,10430,ZAGREBAČKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
WFG0C7P25OSR,57,STRMEC STUBIČKI,49240,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,6/3/2000/,6/3/2000/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,STRMEC STUBIČKI,49240,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,5.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
EEE3UFKHWUKI,73,VINALIĆ,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,18/11/2005/,18/11/2005/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,KLIS,21230,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,3-7,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,,,,,,N,,DA
Q5Q4I52X1AG5,79,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,20/1/1997/,20/1/1997/,F,EMPLOYED,UMIROVLJENIK,OSTALO,NSS,60015,HR,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,1.0,,N,N,DA
5F4R22W2D905,79,SISAK,44000,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,257,26/11/1998/,26/11/2024/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,SISAK,44000,SISAČKO-MOSLAVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
HFKD06ZNK75U,53,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,245,27/11/1996/,27/11/1996/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,4.0,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,d.d. privatno,PRIVATNO PODUZEĆE - VELIKO,VLASTITI STAN/KUĆA,>5,STAN,2.0,,N,N,DA
